Estimate,Std. Error,df,t value,Pr(>|t|),Pedigree,VI.BLUE,Env.DAP,Vegetation.Index,Env.DAP.Pedigree,DAP,Year,Env
0.00315066625231729,0.00187132597222573,231.364076680504,1.68365442423157,0.0935971705833902,W10004_0884/PHZ51,0.321474188533546,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0884/PHZ51,33,2021,TXH3.2021
0.00582489849906018,0.00185110669065438,224.11097542137,3.14671138539348,0.00187528685718154,W10004_0885/PHZ51,0.324148420780289,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0885/PHZ51,33,2021,TXH3.2021
0.00417922326695569,0.00186149720926401,227.857621268791,2.24508704399727,0.0257226358262333,W10004_0891/PHZ51,0.322502745548185,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0891/PHZ51,33,2021,TXH3.2021
0.00209086225088442,0.00186424294171729,230.369287123799,1.12156103911992,0.263216827827585,W10004_0896/PHZ51,0.320414384532113,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0896/PHZ51,33,2021,TXH3.2021
0.00398330028690688,0.00186180212160061,227.697803943453,2.1394863829473,0.0334602179406064,W10004_0900/PHZ51,0.322306822568136,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0900/PHZ51,33,2021,TXH3.2021
0.00309096310546053,0.00187174255951505,231.749967263643,1.65138260587576,0.100014829392991,W10004_0907/PHZ51,0.32141448538669,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0907/PHZ51,33,2021,TXH3.2021
0.00549810042759493,0.00186475798852743,229.93651618889,2.94842572678115,0.00352340762178954,W10004_0913/PHZ51,0.323821622708824,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0913/PHZ51,33,2021,TXH3.2021
0.00235681896447595,0.0018583896920505,227.585734584667,1.26820492739362,0.206020563613831,W10004_0916/PHZ51,0.320680341245705,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0916/PHZ51,33,2021,TXH3.2021
0.00156917124000086,0.00187756762345311,233.888264880646,0.835746856944059,0.404150287647702,W10004_0928/PHZ51,0.31989269352123,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0928/PHZ51,33,2021,TXH3.2021
0.00344997202559194,0.00180717756926872,217.752565369715,1.9090387598093,0.0575717998065181,W10004_0932/PHZ51,0.321773494306821,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0932/PHZ51,33,2021,TXH3.2021
0.00443783560377878,0.00187302587649213,232.778126931256,2.36934025283737,0.0186368725431286,W10004_0940/PHZ51,0.322761357885008,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0940/PHZ51,33,2021,TXH3.2021
0.00356924185968385,0.00181604371796373,222.573416476893,1.96539423824329,0.0506123019164785,W10004_0949/PHZ51,0.321892764140913,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0949/PHZ51,33,2021,TXH3.2021
0.0001089404724164,0.00187103857844961,231.232542441485,0.0582245997870716,0.953620010721585,W10004_0950/PHZ51,0.318432462753645,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0950/PHZ51,33,2021,TXH3.2021
0.00353792966181011,0.00186308120004275,226.258159873306,1.89896697026889,0.0588410362644231,W10004_0955/PHZ51,0.321861451943039,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0955/PHZ51,33,2021,TXH3.2021
